name;description;exc;trade;;;;
GA87-13;GEMINI GDO Extrusion Tipup;;761.00;;875.15;;
GA87-14;GEMINI GDO Extrusion Rollup;;747.92;;860.10;;
GA87-15;GEMINI GDO Extrusion Rollup Caravan;;736.70;;847.21;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 66;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
GARAGE DOOR AUTOMATION;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;DIGI - MOTORS & EXTRUSIONS;;;;;;
GA96;DigiDoor ONE Sectional GDO BatteryBackup;2874.00;3305.10;;;;
GA96-1;DigiDoor SIX Sectional Garage Door Motor;2619.00;3011.85;;;;
GA96-2;DigiDoor SIX 24V Caravan Garage Door Mot;2709.00;3115.35;;;;
ACCESSORIES;;;;;;;
GA91-3;DigiDoor - II Carriage Assembly;69.00;79.35;EOL;;;
GA95-2;DigiDoor - II PCB;1340.00;1541.00;EOL;;;
GA92;DigiDoor Wireless Radio Console;187.00;215.05;;;;
BA38-1;BATT - 24V 2.4A/H SLA for DigiDoor 1;432.00;496.80;;;;
;BOOM GATE AUTOMATION SYSTEMS;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;BOOM GATES & TRAFFIC ACCESS SYSTEMS;;;;;;
GA81-4;CENTINEL 3 / 4.5 / 6m Mild Steel ex Pole;7773.00;8938.95;;;;
GA81-5;CENTINEL 3 / 4.5 / 6m Stainless ex Pole;8320.00;9568.00;;;;
GA84-3;SECTOR II DC 3m Barrier Kit Mild Steel;16119.00;18536.85;;;;
GA84-4;SECTOR II DC 4.5m Barrier Kit Mild Steel;17294.00;19888.10;;;;
GA84-6;SECTOR II DC 6m Barrier Kit Mild Steel;18275.00;21016.25;;;;
GA84-10;SECTOR II DC 3m Barrier Kit 316SS;22844.00;26270.60;;;;
GA84-11;SECTOR II DC 4.5m Barrier Kit 316SS;24666.00;28365.90;;;;
GA84-12;SECTOR II DC 6m Barrier Kit 316SS;25373.00;29178.95;;Barrier System;;
GA80-1;SECTOR II Jack Knife Assembly. Incl Rod;3591.00;4129.65;;Installation;;
GA83-3;SECTOR Break Away Coupler Assembly;1922.00;2210.30;;Checklist;;
GA81-1;Boom Pole - 6m Aluminium;1283.00;1475.45;;o Manual or Automated;;
GA81-2;Boom Pole - 3m Aluminium;667.00;767.05;;o Inland or Coastal;;
GA81-7;Boom Pole - 4.5m Aluminium;983.00;1130.45;;o Boom Pole;;
GA81-18;Centurion Boom Pole Joiner;444.00;510.60;;o Loop Detector;;
;;;;;o Traffic Light;;
GA120;CLAWS Spike System 3m I-Drive F-Mount;37548.00;43180.20;On Request;o Beams;;
GA120-1;CLAWS Spike System 4.5m I-Drive F-Mount;50538.00;58118.70;On Request;o Exit Push Buttons;;
GA121;CLAWS Spike System 3m I-Drive S-Mount;49839.00;57314.85;On Request;o Spike / Claw System;;
GA121-1;CLAWS Spike System 4.5m I-Drive S-Mount;67533.00;77662.95;On Request;o Speed Bumps;;
GA122;CLAWS Spike System 3m D-Drive F-Mount;36370.00;41825.50;On Request;o Ground Loop Cable;;
GA122-1;CLAWS Spike System 4.5m D-Drive F-Mount;49360.00;56764.00;On Request;o Convex Mirrors;;
GA123;CLAWS Spike System 3m D-Drive S-Mount;44628.00;51322.20;On Request;o Access System;;
GA123-1;CLAWS Spike System 4.5m D-Drive S-Mount;62322.00;71670.30;On Request;o Access Cards or Tags;;
GA123-4;CLAWS Spike Kit Direct Drive Surface Mnt;7436.78;8552.30;On Request;o LPR / ANPR Systems;;
GA125;Traffic Light Kit - 2 Way Red & Green;2288.00;2631.20;On Request;;;
GA125-1;Traffic Light Mounting Post stainless;343.00;394.45;On Request;;;
GA126;Centurion TRAPEX Mounting Kit V2 SS Type;1183.00;1360.45;On Request;;;
GA126-1;Centurion Barrier Fence SECN 1.5m;1515.00;1742.25;On Request;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 67;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
BOOM GATE AUTOMATION SYSTEMS;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;BOOM GATES & TRAFFIC ACCESS SYSTEMS;;;;;;
GA143-2;Nice Traffic Barrrier Straight Pole 4m;1337.96;1538.65;;;;
GA147-1;Nice Traffic Barrrier ACDC-M LH +4m Pole;15426.66;17740.66;;;;
GA147-2;Nice Traffic Barrrier ACDC-M RH +4m Pole;15426.66;17740.66;;;;
GA147-3;Nice Traffic Barrrier ACDC-L LH + Telesc;16092.34;18506.19;;;;
GA147-4;Nice Traffic Barrrier ACDC-L RH + Telesc;16092.34;18506.19;On Request;New Product;;
GA147-5;Nice Traffic Barrrier ACDC-L LH + Fence;19537.98;22468.68;;RANGE;;
GA147-6;Nice Traffic Barrrier ACDC-L RH + Fence;19537.98;22468.68;;;;
GA147-7;Nice Traffic Barrrier ACDC-L LH 180 JKnf;19520.42;22448.48;;;;
GA147-8;Nice Traffic Barrrier ACDC-L RH 180 JKnf;19520.42;22448.48;;;;
GA147-9;Nice Traffic Barrrier Light Red - Green;2282.13;2624.45;;;;
GA146-3;Nice Manual Barrier 4m Kit;7009.36;8060.76;;;;
GA148;Nice Spear Module Surf Mnt 1.2m Spike;12414.61;14276.80;;;;
GA148-1;Nice Spear Module Surf Mnt Drive Uint;15668.13;18018.35;;;;
GA148-2;Nice Road Spear Kit Complete 1.8m;26000.00;29900.00;;;;
GA148-3;Nice Road Spear Kit Complete 3.0m;41366.00;47570.90;;New Product;;
GA148-4;Nice Road Spear Kit Complete 4.2m;53664.00;61713.60;On Request;RANGE;;
GA148-5;Nice Road Spear Kit Complete 5.4m;65962.00;75856.30;;;;
GA148-6;Nice Road Spear Kit Complete 6.6m;78260.00;89999.00;;;;
GA148-7;Nice Road Spear Kit Complete 7.8m;81000.00;93150.00;;;;
GA148-9;Nice Spear Module Surface Mnt End Cap;1449.60;1667.04;;;;
LOOP DETECTORS;;;;;;;
GA31-1;Loop Detector - 11 Pin Socket;45.00;51.75;;;;
GA31-3;Loop Detector - Single Channel 220V SS;399.00;458.85;;;;
GA31-4;Loop Detector - Dual 12 / 24VDC SS;599.00;688.85;;;;
GA31-5;Loop Detector - Single Channel 12V SS;399.00;458.85;;;;
GA31-6;Loop Detector - Single Channel 12V MD201;377.14;433.71;;;;
GA31-7;Loop Detector - FLUX SA 1Ch 12/24V AC/DC;494.00;568.10;;;;
GA31-8;Loop Detector - FLUX 11 Pin 1Ch 12/24V;689.00;792.35;;;;
CB64;Cable Silicon 1.5mm Red / 100m - Loop;552.00;634.80;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 68;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CABLE AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
CABLE;;;;;;;
CB46;Ripcord - 0.2mm Brown / 100m;120.00;138.00;;;;
CB47;Ripcord - 0.2mm White / 100m;106.00;121.90;;;;
CB54;Ripcord - 0.5mm White / 100m BC;388.00;446.20;;;;
CB55-1;Ripcord - 1mm BC White / 100m;667.00;767.05;;;;
CB20;Comms - 4 Core Brown /100m;186.00;213.90;;;;
CB22;Comms - 4 Core White /100m;186.00;213.90;;;;
CB23;Comms - 6 Core Brown /100m;264.00;303.60;;;;
CB24;Comms - 6 Core White /100m;233.00;267.95;;;;
CB25;Comms - 8 Core Brown /100m;361.00;415.15;;;;
CB26;Comms - 8 Core White /100m;319.00;366.85;;;;
CB12;Comms - 10 Core Brown /100m;447.00;514.05;;;;
CB13;Comms - 10 Core White /100m;447.00;514.05;;;;
CB14;Comms - 12 Core Brown /100m;526.00;604.90;;;;
CB15;Comms - 12 Core White /100m;526.00;604.90;;;;
CB17;Comms - 20 Core White /100m;934.00;1074.10;;;;
CB57;Stranded - 20 Core White / 100m;674.00;775.10;;;;
CB56;Stranded 12 Core BC Wht / 100m;657.00;755.55;;;;
CB58;Stranded 4 Core BC Wht / 100m;221.00;254.15;;;;
CB59;Stranded 6 Core BC Wht / 100m;295.00;339.25;;;;
CB60;Stranded 8 Core BC Wht / 100m;444.00;510.60;;;;
CB01;Cabtyre - 0.5mm 3 Core Black / 100m;649.00;746.35;;;;
CB04;Cabtyre - 1.0mm 3 Core Black / 100m;1083.00;1245.45;;;;
CB05;Cabtyre - 1.5mm 3 Core Black / 100m;1487.00;1710.05;;;;
CB06;Cabtyre - 1.5mm 3 Core White / 100m;1399.00;1608.85;;;;
CB07;Cabtyre - 0.5mm 3 Core White / 100m;619.00;711.85;;;;
CB44;Norsc - 1.5mm 2 Core + Earth / 100m;1395.00;1604.25;;;;
CB61;Twin + Earth 1.5mm Flat / 100m;1092.00;1255.80;;;;
CB61-1;Twin + Earth 2.5mm Flat / 100m;1679.00;1930.85;;;;
;Twin + Earth also available in 25m rolls;;;;;;
CB33;Mylar - 1 Pair 0.22 / 100m;315.00;362.25;;;;
CB35;Mylar - 2 Pair 0.22 / 100m;458.00;526.70;;;;
CB37;Mylar - 3 Pair 0.22 / 100m;565.00;649.75;;;;
CB39;Mylar - 4 Pair 0.22 / 100m;896.00;1030.40;;;;
CB41;Mylar - 6 Pair 0.22 / 100m;1385.00;1592.75;;;;
;Mylar available in up to 12 Pair. 0.5mm & 500m rolls;;;;;;
CB63-2;Fire Cable - 1 Pair 0.8mm / 100m FR20;727.00;836.05;;;;
CB63-3;Fire Cable - 2 Pair 0.8mm / 100m FR20;1174.00;1350.10;;;;
CB63-7;Fire Cable - 1 Pair 1mm / 200m PH30;2344.00;2695.03;;;;
;FR20 Fire Cable also available in 500m rolls;;;;;;
CB65;Cable - CAT5 CCA 10Mbps / 100m;249.00;286.35;;;;
CB69;Cable - CAT5E UTP BC 100m;564.00;648.60;;;;
CB69-2;Cable - CAT5E UTP BC 500m;3007.00;3458.05;;;;
CB70;Cable - CAT6E UTP BC 100m;729.00;838.35;;;;
CB70-1;Cable - CAT6E U/UTP BC 300m Grey;2312.00;2658.80;;;;
CB70-2;Cable - CAT6E U/UTP BC 500m Grey;3854.00;4432.10;;;;
CA41;Trunking YT1 16x16mm / 2m;18.50;21.28;;;;
CA42;Trunking YT2 16x25mm / 3m;33.10;38.07;;;;
CA45;Trunking YT3 16x40mm / 3m;42.20;48.53;;;;
CA44;Trunking YT4 25x40mm / 3m;49.30;56.70;;;;
CA43;Trunking YT5 40x40mm / 3m;65.40;75.21;;;;
CA40;Trunking NBT4 100x40mm / 3m;162.00;186.30;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 69;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CABLE AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;CONDUIT & CONDUIT ACCESSORIES;;;;;;
CA24-1;Insul Tape - 20mx18mm Nitto Bk;23.10;26.57;;;;
CA26-1;Insul Tape - 20mx18mm Nitto Wt;23.10;26.57;;;;
;Also available Red. Green & Blue;;;;;;
CA06;Cable Tie Small 100x2.5mm Wht / 100;23.40;26.91;;;;
CA07;Cable Tie Small 100x2.5mm Blk / 100;22.70;26.11;;;;
CA04;Cable Tie Med 200x5mm Blk / 100;75.40;86.71;;;;
CA05;Cable Tie Med 200x5mm Wht / 100;84.60;97.29;;;;
CA01;Cable Tie Large 400x5mm Wht / 100;174.50;200.68;;;;
CA03;Cable Tie Large 400x5mm Blk / 100;156.10;179.52;;;;
CA09;Conduit PVC 20mm SABS / 4m;18.90;21.74;;;;
CA13;Conduit PVC 20mm Coupling;1.04;1.20;;;;
CA14;Conduit PVC 20mm Lock Wing;1.10;1.27;;;;
CA10;Conduit PVC 20mm 1-Way Box Lid & Screws;6.40;7.36;;;;
CA11;Conduit PVC 20mm 2-Way Box Lid & Screws;6.70;7.71;;;;
CA11-2;Conduit PVC 20mm U-Type Box;11.30;13.00;;;;
CA12;Conduit PVC 20mm 3-Way Box Lid & Screws;7.10;8.17;;;;
CA08;Conduit PVC 20mm 90 Deg Bend;10.70;12.31;;;;
CA08-1;Conduit PVC 20mm Inspection Elbow;7.70;8.86;;;;
CA08-2;"Conduit PVC 20mm ""T"" Inspection Box";6.60;7.59;;;;
CA09-1;Conduit PVC 20mm Flex sold / Meter 50m R;7.70;8.86;;;;
CA16-1;Conduit PVC 25mm Flex / m Wht;9.20;10.58;;;;
CA18;Conduit Strap Saddle 20mm / 100;61.60;70.84;;;;
CA18-1;Conduit Strap Saddle 25mm / 25;30.00;34.50;;;;
CA27;PVC Gland - '0' White;2.00;2.30;;;;
CA32;PVC Saddle Round with Nail - 20mm / 25;22.00;25.30;;;;
CA33;PVC Saddle Round - 3mm / 100;9.90;11.39;;;;
CA34;PVC Saddle Round - 4mm / 100;8.70;10.01;;;;
CA35;PVC Saddle Round - 5mm / 100;10.70;12.31;;;;
CA36;PVC Saddle Round - 6mm / 100;12.80;14.72;;;;
CA37;PVC Saddle Round - 7mm / 100;13.60;15.64;;;;
CA38;PVC Saddle Round - 8mm / 100;15.00;17.25;;;;
CA30;PVC Saddle Round - 10mm / 100;20.90;24.04;;;;
CA31;PVC Saddle Round - 12mm / 100;30.00;34.50;;;;
CA47;PVC Bonding Fluid - 200ml;23.10;26.57;;;;
CA54;SPIRAL BIND - 12 x 30m / m;10.70;12.31;;;;
;We also stock trunking end caps. corner pieces. terminal ends and 25mm conduit and accessories;;;;;;
PVC / ABS ENCLOSURES;;;;;;;
CA21;SP Uni Cam Mnt Enclose 115x115x48mm;39.00;44.85;;;;
CA21-1;SP L Uni Cam Mnt Enclose 161x161x48mm Wh;59.00;67.85;;;;
CA21-5;SP Enclose Blk Uni Cam Mnt 115x115x48mm;39.00;44.85;;;;
CA12-5;ENCLOSURE PVC - 4 x 2 inch Surface Mount;16.20;18.63;;;;
CA12-10;ENCLOSURE PVC - 4 x 4 inch Surface Mount;20.00;23.00;;;;
CA19-1;Enclose for 36AH Batt RL-3P H260xW220xD2;676.00;777.40;;;;
CA19-3;SP Plastic Enclose 240x190x90mm;281.00;323.15;;;;
CA20-1;SP Plastic Enclose 190x140x70mm;149.00;171.35;;;;
CA21-2;SP Plastic Enclose 100x100x50mm;53.40;61.41;;;;
CA22-1;SP Plastic Enclose 150x110x70mm;81.00;93.15;;;;
CA59;SP Plastic Enclose 150x150x70mm;129.00;148.35;;;;
CA60;SP Plastic Enclose 300x220x120mm;569.00;654.35;;;;
CN17;Encolsure - Utility Box White;20.40;23.46;;;;
CN29;ENCLOSURE -273x243x92mm for 17AH Battery;243.10;279.57;;;;
;FASTENERS FOR CONDUIT. TRUNKING AND CABLES;;;;;;
HW29-1;Easyhold Plug - 8mm Black / 100 pack;106.20;122.13;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 70;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
BATTERIES & BATTERY ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
SLA BATTERIES;;;;;;;
BA02-2;SP Batt 12V 1.3Ah SLA;109.00;125.35;;;;
BA02-5;Stable Power Batt 12VDC 1.3Ah SLA;104.00;119.60;;New Product;;
BA03-2;SP Batt 12V 12Ah SLA;399.00;458.85;;;;
BA04-2;SP Batt 12V 18Ah SLA;499.00;573.85;;;;
BA04-5;Stable Power Batt 12VDC 18Ah SLA;495.00;569.25;;New Product;;
BA05-2;SP Batt 12V 2.3Ah SLA;147.00;169.05;;;;
BA06-2;SP Batt 12V 25Ah SLA;897.00;1031.55;;;;
BA33-2;Battery - 12V 33AH Securi-Prod SLA;999.00;1148.85;;;;
BA07-2;SP Batt 12V 40Ah SLA;1498.00;1722.70;;;;
BA09-2;SP Batt 12V 8.0Ah Gel;249.00;286.35;;;;
BA10-2;SP Batt 12V 100Ah Deep Cycle 328x172x220;2099.00;2413.85;;;;
BA10-5;Stable Power Batt 12VDC 100Ah Deep Cycle;2045.00;2351.75;;New Product;;
BA11-2;SP Batt 12V 3.0Ah SLA;174.00;200.10;;;;
BA12-2;SP Batt 12V 4.5Ah SLA;164.00;188.60;;;;
BA13-2;SP Batt 12V 7.2Ah SLA;172.30;198.15;;;;
BA13-5;Stable Power Batt 12VDC 7Ah SLA;169.00;194.35;;;;
BA15;Batt 6V 1.4AH SLA 97x24x51mm;74.00;85.10;;;;
BA18-2;SP Batt 6V 4.5Ah SLA;107.00;123.05;;;;
Lithium BATTERIES;;;;;;;
BA50-1;Battery Lithium 12V 7AH Securi-Prod;520.00;598.00;;;;
BA50-6;Battery Lithium 12V 20AH Securi-Prod;1125.00;1293.75;;New Product Range;;
BA50-09;Battery Lithium 12.8V 50AH Securi-Prod;3190.00;3260.25;On Request;;;
BA50-12;Battery Lithium 12.8V 100AH Securi-Prod;6250.00;7187.50;On Request;;;
;OTHER BATTERIES AND ACCESSORIES;;;;;;
BA01;BATT - 1.5V AAA Duracell Alkaline;12.00;13.80;;;;
BA19;BATT - 9V PP3 Extra HD Green;15.50;17.83;EOL;;;
BA21;Battery - 9V Energizer Alkaline;37.20;42.78;;;;
BA26-2;BATT - AA Pack and Connectors for Optex;28.90;33.24;;;;
BA27;Batt Remote 12V PP23A;13.20;15.18;;;;
BA28;Batt 1.5V Size D Torch 61mm x 33mm Vinic;14.60;16.79;;;;
BA28-3;BATT 1.5V Size D Torch 61mm x 33mm Durac;43.00;49.45;;;;
BA29;Batt 7.5V 5 Cell Alkaline Remote 17x8mm;22.40;25.76;;;;
BA31;Batt Lithium 3V CR123A for Risco WL Dete;49.90;57.39;;;;
BA34;Batt Lithium 3V CR2025 20mm;16.90;19.44;;;;
BA34-3;Batt Lithium 3V CR2430 24mm;30.50;35.08;;;;
BA34-4;Batt Lithium 3V CR2 PIR WL Door Contact;48.90;56.24;;;;
BA34-6;BATT - Lithium ER14250H 3.6V 1.2ah;79.30;91.20;;;;
BA33;Battery - 12V 33AH SLA;1232.00;1416.80;;;;
BA33-1;BATT - 12V 50AH Deep Cycle Solar;1250.00;1437.50;;;;
BA33-3;BATT - 12V 65AH Deep Cycle Solar;1873.00;2153.95;;;;
BA35;Battery - 12V 100AH Deep Cycle;2150.00;2472.50;;;;
BA38;Battery - 24V 5Ah SLA for Drive 1000 Gat;519.40;597.31;;;;
BA38-1;BATT - 24V 2.4A/H SLA for DigiDoor 1;432.00;496.80;;;;
BA38-2;SP Batt 24V 3.5Ah SLA for DC Blue Digita;446.00;512.90;;;;
BA23;BATT - Connector Clip - 7AH;33.25;38.24;;;;
BA24;BATT - Leads - 7AH;19.70;22.66;;;;
BA25;F2 to F1 Batt Terminal Adaptor 20 Pack;30.00;34.50;;;;
BA30;BATT - Lead for 9V PP3;9.90;11.39;;;;
BA32;BATT - Low Voltage Battery CutOff Module;59.85;68.83;;;;
CA19-1;Enclose for 36AH Batt RL-3P H260xW220xD2;676.00;777.40;;;;
CA19-6;ENCLOSURE - For Energizer H305xW305xD155;325.00;373.75;;;;
CA19-7;ENCLOSURE - Large Batt Box 360x250x250mm;374.00;430.10;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 71;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
POWER SUPPLIES & SOLAR;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
DC POWER SUPPLIES;;;;;;;
PS04-1;PSU - Charger PCB 13.5VDC 1A - KE;95.76;110.12;;;;
PS05;PSU - Charger PCB 13.5 VDC 2A;228.76;263.07;;;;
PS49-1;SP PS 13.6VDC 3Amp Power Store;554.00;637.10;;;;
PS49-2;SP PS 13.6VDC 5Amp Power Store;599.00;688.85;;;;
PS49-3;SP Access Control PS 13.6VDC 3Amp Power;599.00;688.85;;;;
PS40-1;PSU - 2.5 Amp 12 VDC Regulated;169.60;195.04;;;;
PS64-1;SP CCTV PS Dist Box 9-Way 5Amp;659.00;757.85;;;;
PS64-2;SP CCTV PS Dist Box 9-Way 10Amp;778.00;894.70;;;;
PS64-3;SP CCTV PS Dist Box 9-Way 8Amp Power Sto;1089.00;1252.35;;;;
PS65-1;SP CCTV PS Switch Mode 12VDC 4Amp Regula;216.00;248.40;;;;
PS68;SP CCTV PS Dist Box 10-Way 10Amp;619.00;711.85;;;;
PS69;SP CCTV PS Dist Box 18-Way 20Amp;899.00;1033.85;;;;
PS70;SP PS 12VDC 10Amp Enclosed;399.00;458.85;;;;
PS66;SP PS 24VDC 5Amp Power Store;1875.00;2156.25;;;;
SOLAR POWER;;;;;;;
SO02-03;Inverter 600W PSW 12VDC Intell Charge;2670.00;3070.50;;;;
SO02-04;Inverter 1000W PSW 12VDC Intell Charge;4131.00;4750.65;;;;
NW500;5P Unmngd GB PoE Solar Switch + 1SFP;2568.00;2953.20;;;;
NW505;8 Port Mngd GB PoE Solar Switch + 2 Port;5574.00;6410.10;;;;
SO50-30;30Watt 36VDC Mono Solar Panel 72 Cell;502.00;577.30;;;;
SO50-50;50Watt 36VDC Mono Solar Panel 72 Cell;688.00;791.20;;;;
SO50-100;100Watt 36VDC Mono Solar Panel 72 Cell;1248.00;1435.20;;;;
SO50-200;200Watt 36VDC Mono Solar Panel 72 Cell;2452.00;2819.80;;;;
PS45-7;Sola-Prod 15A MPPT Controller;850.00;977.50;;;;
CB95-4;Solar Cable 4mm (Black and Red) - 10m;293.33;253.00;;;;
CB95-5;Solar Cable 4mm (Black and Red) - 20m;587.00;675.05;;;;
CB95-6;Solar Cable 4mm (Black and Red) - 50m;1280.00;1104.00;;;;
CB95-7;Solar Cable 6mm (Black and Red) - 10m;400.00;345.00;;;;
CB95-8;Solar Cable 6mm (Black and Red) - 20m;773.33;667.00;;;;
CB95-9;Solar Cable 6mm (Black and Red) - 50m;1941.33;1674.40;;;;
KTS010;Solar Cabling Kit (12/24V);899.00;1033.85;;;;
KTS012;Solar Assembly MPPT Kit;675.80;777.17;;;;
KTSOL3012;12V 30W Solar Kit;3799.00;4368.85;;;;
KTSOL3024;24V 30W Solar Kit;3799.00;4368.85;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 72;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
SWITCHES. PUSH BUTTONS & PCB's;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
CIRCUIT BOARDS;;;;;;;
SW35;Relay - On-board Double Pole AC/DC;50.54;58.12;;;;
SW36;Relay - Mains Fail Timer;119.70;137.66;;;;
SW37;Relay - On-board Single Pole AC/DC;34.58;39.77;;;;
SW38;Relay - Stepper 12VDC / VAC;103.74;119.30;;;;
SW50;Timer PCB - 3 Seconds to 3 Hours Unvsl;138.32;159.07;;;;
SW51-4;Timer - 7 Day LCD Multi-timer TM-612/5-2;299.25;344.14;;;;
SW52;Timer PCB - Digital 9 Program;116.70;134.21;;;;
SW53;Trigger Delay Timer Module;138.32;159.07;;;;
SW33;Pulse Stretcher PCB;99.75;114.71;;;;
;SWITCHES & EXIT BUTTONS;;;;;;
SW10;Cut-out Switch - White;19.00;21.85;;;;
SW02;Push Button - NO & NC;17.80;20.47;;;;
SW03;SP Bell Push NO & NC;19.60;22.54;;;;
SW04;Push Button - Stainless Steel Slim;319.69;367.64;;;;
SW17;SP Gate Push Button NO & NC Decal;17.90;20.59;;;;
SW17-1;Exit Push Button  - NO & NC;24.90;28.64;;;;
SW12;Day / Night Switch 25AMP 220-240VAC;158.30;182.05;;;;
SW12-1;Day / Night Switch 12VDC;119.70;137.66;;;;
SW163;SP S/less Steel IR Touchless Switch 38mm;399.00;458.85;;;;
SW163-1;SP S/less Steel IR Touchless Switch 22mm;349.30;401.70;;;;
SW163-2;SP Polycarbonate Fireproof IR Touchless;249.00;286.35;;;;
SW165;SP No Touch Exit Sensor NO & NC;196.00;225.40;;;;
SW165-5;SP Touch to Exit Sensor NO & NC;244.00;280.60;;;;
SW168;SP Slimline Push Button NO & Com;99.80;114.77;;;;
SW168-1;SP Slimline Push Button Illum NO & NC;215.00;247.25;;;;
SW169;SP Push Button Illum NO & NC;236.00;271.40;;;;
SW171;SP Recessed Door Release Button;47.80;54.97;;;;
SW171-1;SP Surface Mnt Door Release Button;51.80;59.57;;;;
SW172;SP Surface Mnt Push Button NO & Com;124.00;142.60;;;;
SW173;SP Surface Mnt Switch NO & NC;65.00;74.75;;;;
SW173-1;SP Surface Mnt Switch Cover NO & NC;142.00;163.30;;;;
SW174;SP Surface Slimline Touch Switch NO & NC;292.90;336.84;;;;
EMERGENCY SWITCHES;;;;;;;
ES02;Emergency Sw - Latching Panic;26.70;30.71;;;;
ES04;SP Emergency Switch NO & NC Wht;23.60;27.14;;;;
ES04-1;SP Emergency Switch NO & NC Luminous;24.90;28.64;;;;
ES05;SP Emergency Switch NO & NC Wht;26.70;30.71;;;;
ES14;Push Button - Heavy Duty R/ST-17 N/O;224.00;257.60;;;;
ES14-1;Push Button - Heavy Duty R/ST-15 N/C;221.00;254.15;;;;
ES15;Push Panic Single Non-Latch;178.00;204.70;;;;
;KEY BOXES & KEY SWITCHES;;;;;;
KB03;Key Box Slim DP On/Off;198.00;227.70;;;;
KB05;Key Box - Slim Spring Loaded;185.00;212.75;;;;
KB06-1;Key Box Slim On/Off Key Alike;189.00;217.35;;;;
KS24;Keyswitch - Momentary DP;129.00;148.35;;;;
KS36;Key Switch - On / Off DP;129.00;148.35;;;;
KS54;Key Switch - Mini Flat Single Pole;59.60;68.54;;;;
KS55;Key Switch - Mini Radial Single Pole;70.90;81.54;;;;
KS56;Key Switch - Std Flat Single Pole;99.00;113.85;;;;
;Key Alike key switches also available;;;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 73;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
KESWITCHES. KEYBOXES. TOOLS & TEST METERS;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
POWER TOOLS;;;;;;;
TL118;DeWalt Angle Grinder 115mm 730W;995.00;1144.25;;;;
TL119;DeWalt Angle Grinder 230mm 2200W;2217.00;2549.55;;;;
TL120;DeWalt Hammer Drill Driver Kit 18VDC XR;3295.00;3789.25;;;;
TL120-1;DeWalt Hammer Drill Driver Kit;3087.00;3550.05;;;;
TL121;DeWalt Rotary Combination Hammer Drill;4808.00;5529.20;Available at Selected;;;
TL125;DeWalt Impact Drill 750W 1.5 - 13mm;1296.00;1490.40;Branches only;;;
TL126;DeWalt 3 Mode Hammer Drill 710W 22mm;2418.00;2780.70;;;;
;;;;;;;
ZARTEK LED TORCHES;;;;;;;
TL56-5;ZARTEK 200 Lumen LED Baton Torch;200.00;230.00;;;;
TL56-6;ZARTEK 900 Lumen LED Baton Torch USB Rec;532.00;611.80;;;;
TL56-7;ZARTEK 900 Lumen LED Tactical Flashlight;612.00;703.80;;;;
TL56-8;ZARTEK 750 Lumin LED Spotlight Recharge;826.00;949.90;;;;
TL56-9;ZARTEK 120 Lumin LED Headlamp 3 x AAA;159.00;182.85;;;;
RA69-9;Zartek ZA-448 Worklight 10W - LED;532.00;611.80;New;;;
