name;description;exc;trade;;;;
RA02-1;Zartek TX-8 Two way radio SUPERPACK;995.00;1144.25;;;;
RA02-2;Zartek PMR UHF 2Way Radio ZA-758;1026.00;1179.90;;;;
RA03;Zartek PMR UHF 2Way Radio  ZA-725;1146.00;1317.90;;;;
RA69-4;Zartek ZA-723 TwoWay Radio UHF Handheld;599.00;688.85;New;;;
RA69-5;Zartek ZA-721 Two-Way Radio UHF Handheld;666.00;765.90;New;;;
RA69-6;Zartek GE-215 USB Desktop Charger Cradle;159.00;182.85;New;On Request;;
RA69-7;Zartek RX-8 TWIN Two-Way Radio Pack;799.00;918.85;New;;;
RA69-8;Zartek ZA-P7 PTT Radio GSM - USB Charger;1799.00;2068.85;New;;;
RA69;Sherlo Mimic Base Code Hopping 2000Ch;2725.76;3134.62;;;;
RA69-3;Sherlo GSM / GPRS Communicator for RA69;1403.84;1614.42;;;;
;PEPPER GAS ALARM SYSTEMS AND ACCESSORIES;;;;;;
CP126;Pepper Gas Skunk Stand Alone Alarm 1;2394.00;2753.10;;;;
CP127;Pepper Gas Skunk Master Unit;3438.00;3953.70;;;;
CP127-1;Pepper Gas Skunk Slave Unit;1713.00;1969.95;;;;
CP127-2;Pepper Canister 250g (425ml);232.00;266.80;;;;
CP127-3;Pepper Gas Neutralizer 110 ml 80gr;132.00;151.80;;;;
CP127-6;Pepper Spray 40grm (60ml);63.00;72.45;;;;
CP127-9;Pepper Spray 60 grm (110ml);76.00;87.40;;;;
CP127-10;Pepper Spray 225ml (for CP126);112.00;128.80;;;;
CP127-5;Pepper Gas Skunk Warning Sign;138.00;158.70;;;;
;FOG GENERATING SYSTEMS AND ACCESSORIES;;;;;;
LK89-10;JTZ-501PC Fog Generator;6500.00;7475.00;New;;;
LK89-11;JTZ-501PC Fog Generator Refill;1294.00;1488.10;New;;;
;GUARD MONITORING SYSTEMS;;;;;;
RA55;GuardTrack Lite Incl Docking Station;2440.00;2806.00;;;;
RA56;GuardTrack Patrol Baton Stainless Steel;3227.00;3711.05;;;;
RA57;GuardTrack Patrol Point Incl Bracket;55.00;63.25;;;;
RA58;GuardTrack 64 Software On(Multiple Site);2211.00;2542.65;;;;
;RF JAMMING DETECTION EQUIPMENT;;;;;;
RA50;Mall Guard Jamming Detector 200m;3125.50;3594.33;;;;
RA50-1;Superplex Portable Jamming Detect;2800.98;3221.13;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 40;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ENERGISERS. KEYPADS & ENCLOSURES;;;;;;
EF49-1;Energizer - Wizord 4J 1Z;1910.00;2196.50;;;;
EF49-3;Energizer - Wizord 2 2 Joule;1650.00;1897.50;;;;
EF49-4;Energizer - DRUID 13 LCD - 3 Joule;1850.00;2127.50;;;;
EF49-5;Energizer - DRUID 15 LCD - 5 Joule;2020.00;2323.00;;;;
EF49-6;Energizer - DRUID 18 LCD - 8 Joule;2850.00;3277.50;;;;
EF49-7;Energizer - DRUID 114 LCD - 14 Joule;4500.00;5175.00;;;;
EF53-1;Energizer - DRUID 25 LCD 5 Joule 2 Zone;3450.00;3967.50;;;;
EF53-2;Energizer - DRUID 28 LCD 8 Joule 2 Zone;3500.00;4025.00;;;;
EF53-5;DRUID - FG7 LCD Controller;6350.00;7302.50;;;;
EF53-6;DRUID - 2x 10 Relay Expansion Card;920.00;1058.00;;Electric;;
EF53-7;DRUID - LCD24 - RS485 Comms Card;550.00;632.50;;Fence;;
;;;;;Checklist;;
EF51-2;Energizer - Merlin 4J Incl Keypad;2420.00;2783.00;;o Energiser;;
EF52-1;Energizer - Merlin Stealth M18S 8J 1Z;2880.00;3312.00;;o Battery;;
EF52-2;Energizer - Merlin M28S 8J 2Z;3290.00;3783.50;;o H.T. Cable;;
EF53-4;Nemtek Druid 2X Synchronisation Module;1155.00;1328.25;;o Fence Wire;;
EF53-8;Nemtek Druid 2X Nemlink Ethernet Module;1080.00;1242.00;;o Ferrules;;
EF53-9;Nemtek Druid Fence Probe Software;4050.00;4657.50;;o Poles;;
EF54;FG7C - NemLink Internal card + TW;865.00;994.75;;o Corner Stays;;
EF54-1;Network Smart IO Card 8 +1 (Nemlink);1741.17;2002.35;;o Stay Clamp & Fittings;;
EF54-4;D20 Low Voltage Fence Monitor;2690.00;3093.50;On Request;o Stay Sleeves;;
EF54-8;D20 Low Voltage Fence Tester;730.00;839.50;On Request;o Earth Spikes & Clamp;;
;;;;;o Siren;;
EF50;Keypad - Merlin 1 Zone 1 Gate;445.00;511.75;;o Strobe Light;;
EF50-1;Keypad - Merlin 1 Zone 2 Gate;460.00;529.00;;o Springs;;
EF50-2;Keypad - LCD For DRUID - 1 zone;460.00;529.00;;o Tensioners;;
EF50-3;Keypad - DRUID Keypad 2 Zone;520.00;598.00;;o Hooks;;
EF50-4;Keypad - 4 Zone LCD for 2 Zone DRUID;590.00;678.50;;o Gate Contacts;;
EF52-4;Keypad - Merlin 2 Zone 2 Gate;590.00;678.50;;o Line Clamps;;
EF49-2;Wizord 4 Magnet with holder;58.00;66.70;;o Nail-in Anchors;;
;;;;;o HV Fence Meter;;
CA55;Enclose Steel 305x305x230mm;400.00;460.00;;o Conduit. Couplings etc;;
CA55-1;Enclose Steel 450x450x225mm Grey;620.00;713.00;;;;
CA55-2;Enclose Steel Box Wizard 460x305x230mm;760.00;874.00;;;;
CA55-3;Enclose Steel Box Stealth 600x460x230mm;1150.00;1322.50;;;;
CA19-5;Enclose for Energizer Fibreglass RL6D-P;655.00;753.25;;;;
CA19-6;ENCLOSURE - For Energizer H305xW305xD155;325.00;373.75;;;;
CA19-9;ENCLOSURE - For Energizer Fibreglass AP3;1074.60;1235.79;;;;
ENERGISERS - Agri;;;;;;;
EF63-9;Agri 1J - 10km Energizer (Battery/Mains);1350.00;1552.50;;;;
EF63-8;Agri 10 Solar with 10W Solar Panel;2190.00;2518.50;;;;
EF63-30;Agri 3J 30km Batt /Mains (Incl Charger);1990.00;2288.50;;;;
EF63-25;Agri 25 Solar with 20W Solar Panel;2550.00;2932.50;;;;
EF63-28;Agri 8 Solar 10 Watt with Internal Batt;2760.00;3174.00;;;;
EF63-50;Agri 50 Solar with 40W Solar Panel;3490.00;4013.50;;;;
EF63-21;Remote - Agri Key Chain;275.00;316.25;;;;
EF63-26;Agri 5 Solar Energizer 10W with Battery;2660.00;3059.00;;;;
EF63-29;Agri 2J 20km Energizer Battery /Mains;1450.00;1667.50;;;;
EF63-31;Energizer Equine 2J 20km with remote;1470.00;1690.50;;;;
EF63-35;Agri Energizer 5J 50Km Battery / Mains;2276.50;2617.98;;;;
EF63-39;Agri Universal Charger Transformer;175.00;201.25;;;;
CA55-8;Enclose Alum Tread Plate Box 610x800x300;3390.00;3898.50;;;;
CA55-9;Enclose HDG Knock Down Stand for CA55-8;1195.00;1374.25;;;;
CA55-10;ENCLOSURE Stand U-Bracket for CA55-9;42.90;49.34;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 41;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;WALLTOP FENCE POLES - POWDER COATED;;;;;;
EF09;F/Pole - 5Line Flat Bar Angle Black;35.70;41.06;;;;
EF10;F/Pole - 5Line Flat Bar Angle White;35.70;41.06;;;;
EF09-1;F/Pole - 5Line Flat Bar Black;35.70;41.06;;;;
EF11;F/Pole - 5Line Round Black;27.80;31.97;;;;
EF12;F/Pole - 5Line Round White;27.80;31.97;;;;
EF12-1;F/Pole - 6Line Flat Bar Flat Black;41.50;47.73;;;;
EF12-2;F/Pole - 6Line Flat Bar White;41.50;47.73;;;;
EF13;F/Pole - 6Line Flat Bar Angle Black;41.50;47.73;;;;
EF14;F/Pole - 6Line Flat Bar Angle White;41.50;47.73;;;;
EF15;F/Pole - 6Line Round Black;34.50;39.68;;;;
EF16;F/Pole - 6Line Round White;34.50;39.68;;;;
EF14-5;F/Pole - 6Line Straight Tube White;56.35;64.80;;;;
EF15-1;F/Pole - 6Line Straight Tube Black;56.35;64.80;;;;
EF13-1;F/Pole - 6Line Angle Tube Black;56.35;64.80;;;;
EF14-1;F/Pole - 6Line Angle Tube White;56.35;64.80;;;;
EF11-5;F/Pole - 8Line Angle Tube White;68.35;78.60;;;;
EF11-6;F/Pole - 8Line Angle Tube Black;68.35;78.60;;;;
EF12-5;F/Pole - 8Line Straight Tube White;68.35;78.60;;;;
EF12-6;F/Pole - 8Line Straight Tube Black;68.35;78.60;;;;
EF11-7;F/Pole -8Line Straight Tube Shield Black;74.65;85.85;;;;
EF11-8;F/Pole - 8Line Angle Tube Shield Black;74.65;85.85;;;;
EF11-10;F/Pole - 8Line Tube Golf Black;68.35;78.60;;;;
EF11-11;F/Pole - 8Line +1 Sq Tube Straight G PPM;82.16;94.48;;;;
EF11-14;F/Pole - 10Line Angle Tube Black;87.60;100.74;;;;
EF11-16;F/Pole - 10Line Straight Tube Black;87.60;100.74;;;;
EF11-23;F/Pole - 12Line Straight Tube Black;104.40;120.06;;;;
EF11-24;F/Pole - 12Line Angle Tube Black;104.40;120.06;;;;
EF11-13;F/Pole - 12Line Square Tube Golf Black;104.40;120.06;;;;
EF11-40;Fence Pole 8 Line Square Tube Base SB;87.48;100.60;;;;
EF46;Fence Pole - 6Line TPole White;77.80;89.47;;;;
EF46-1;Fence Pole - 6Line TPole Black;77.80;89.47;;;;
EF46-4;Fence Pole - 6Line Low Profile Black;76.90;88.44;;;;
EF46-5;Fence Pole - 6Line Low Profile White;76.90;88.44;;;;
EF46-8;Fence Pole - 8Line TPole Black Shield;100.88;116.01;;;;
;WALLTOP FENCE POLES - JURASSIC;;;;;;
EF121-4;Square Tube Jurassic 6Line Galv WBA Slot;59.50;68.43;;;;
EF126;Square Tube Jurassic 6 Wire Galv A BB;59.50;68.43;;;;
EF127;Square Tube Jurassic 6 Wire Galv S BB;59.50;68.43;;;;
EF121-3;Square Tube Jurassic 6 Wire Galv S WB;59.50;68.43;;;;
EF124-2;Square Tube Jurassic 8Line Galv WBA Slot;72.90;83.84;;;;
EF124-5;Square Tube Jurassic 8Line Galv WBS Slot;72.90;83.84;;;;
EF128;Square Tube Jurassic 8 Wire Galv A BB;72.90;83.84;;;;
EF129;Square Tube Jurassic 8 Wire Galv S BB;72.90;83.84;;;;
EF130;Square Tube Jurassic 10 Wire Galv A BB;85.90;98.79;;;;
EF131;Square Tube Jurassic 10 Wire Galv S BB;85.90;98.79;;;;
EF132;Square Tube Jurassic 10 Wire Galv A WB;85.90;98.79;;;;
;Galvanised & powder coated JURASSIC poles are also available;;;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 42;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;WALLTOP FENCE POLES & STAYS - GALVANIZED;;;;;;
EF09-6;F/Pole - 5Line Flat Bar Galv BB;46.40;53.36;;;;
EF09-8;F/Pole - 5Line Flat Bar Galv WB;42.74;49.15;;;;
EF09-2;F/Pole - 5Line Flat Bar Angle Galv BB;46.40;53.36;;;;
EF09-4;F/Pole - 5Line Flat Bar Angle Galv WB;42.74;49.15;;;;
EF13-5;F/Pole - 6Line Flat Bar Galv BB;51.50;59.23;;;;
EF13-9;F/Pole - 6Line Flat Bar Galv WB;51.50;59.23;;;;
EF13-3;F/Pole - 6Line Flat Bar Angle Galv BB;51.50;59.23;;;;
EF13-10;F/Pole - 6Line Flat Bar Angle Galv WB;51.50;59.23;;;;
EF15-2;F/Pole - 6Line Round Galv BB;37.40;43.01;;;;
EF15-3;F/Pole - 6Line Round Galv WB;37.40;43.01;;;;
EF46-6;Fence Pole - 6Line Low Profile Galv;81.00;93.15;;;;
EF46-7;Fence Pole - 6Line TPole Galv Black Bob;79.50;91.43;;;;
EF46-9;Fence Pole - 6Line TPole Galv PC BB;82.50;94.88;;;;
EF37-3;Stay - 600mm Galvanised;24.75;28.46;;;;
EF36-5;Stay - 750mm Hot Dip Galvanized PC Black;31.40;36.11;;;;
EF37-8;Stay - 750mm Galvanised;25.90;29.79;EOL;;;
EF37-6;Stay - 750mm with Lug Galvanised;23.90;27.49;;;;
;Powdered coated galv and PVC type also available;;;;;;
;MODULAS FENCE POLES & ACCESSORIES;;;;;;
EF150;Modulas Bracket 460mm 5 Line incl Caps;33.08;38.04;;;;
EF151;Modulas Bracket 960mm 10 Line incl Caps;54.08;62.19;;;;
EF152;Modulas Bracket 1160mm 12 Line incl Caps;67.20;77.28;;;;
EF153;Modulas Bracket 1960mm 20 Line incl Caps;110.25;126.79;;;;
EF154;Modulas Bracket 2360mm 24 Line incl Caps;131.25;150.94;;;;
EF160;Modulas Corner Bracket 460mm 5 Line;48.83;56.15;;;;
EF161;Modulas Corner Bracket 960mm 10 Line;81.90;94.19;;;;
EF162;Modulas Corner Bracket 1160mm 12 Line;97.65;112.30;;;;
EF163;Modulas Corner Bracket 1960mm 20 Line;157.50;181.13;;;;
EF164;Modulas Corner Bracket 2360mm 24 Line;183.75;211.31;;;;
EF175;Modulas Slide Insulator Black;1.26;1.45;;;;
EF176;Modulas Spacer Black;1.24;1.43;;;;
EF177;Modulas and Jurassic Spring Hook S/S;1.00;1.15;;;;
EF180;Modulas Mounting Bracket Black / 20;98.70;113.51;;;;
EF180-1;Modulas T Base Bracket Black;11.00;12.65;;;;
EF181;Modulas End Cap 19x19mm Black / 20;73.50;84.53;;;;
EF182;Modulas End Cap 26x19mm Black / 20;80.80;92.92;;;;
;All Poles are supplied unassembled;;;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 43;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ELECTRIC FENCE STAYS & ACCESSORIES;;;;;;
EF36;Stay - 600mm Black;19.70;22.66;EOL;;;
EF37;Stay - 600mm White;19.70;22.66;;;;
EF37-3;Stay - 600mm Galvanised;24.75;28.46;;;;
EF37-11;Stay - 600mm Galv Powder Coated White;31.40;36.11;;;;
EF37-12;Stay - 600mm Galvanised PC Black;29.20;33.58;;;;
EF36-4;Stay - 600mm with Lug Black;18.50;21.28;;;;
EF37-15;Stay - 600mm with Lug White;18.50;21.28;;;;
EF37-4;Stay - 600mm with Lug Galvanised;19.90;22.89;;;;
EF37-7;Stay - 750mm Black;24.75;28.46;;;;
EF37-2;Stay - 750mm White;24.75;28.46;;;;
EF37-8;Stay - 750mm Galvanised;25.90;29.79;EOL;;;
EF36-2;Stay - 750mm Galv Powder Coated White;31.40;36.11;;;;
EF36-5;Stay - 750mm Hot Dip Galvanized PC Black;31.40;36.11;;;;
EF37-1;Stay - 750mm with Lug White;23.00;26.45;;;;
EF37-10;Stay - 750mm with Lug Black;23.00;26.45;;;;
EF37-6;Stay - 750mm with Lug Galvanised;23.90;27.49;;;;
;ELECTRIC FENCE STAYS & ACCESSORIES;;;;;;
EF37-14;Stay - 1m x 10mm Black;31.50;36.23;;;;
EF37-13;Stay - 1m x 10mm White;31.50;36.23;;;;
EF37-9;Stay - 1m x 10mm Galvanised;37.90;43.59;;;;
EF36-6;Stay Sleeve - 600mm Black;6.20;7.13;;;;
EF36-7;Stay Sleeve - 600mm White;6.20;7.13;;;;
EF36-9;Stay Sleeve - 750mm Black;7.20;8.28;;;;
EF36-8;Stay Sleeve - 750mm White;7.20;8.28;;;;
EF36-10;Stay Sleeve - 1000mm Black;7.60;8.74;;;;
EF36-1;Stay Sleeve - 1000mm White;7.60;8.74;;;;
EF38;Stay - Clamp 10 x 12mm;6.60;7.59;;;;
EF39;Stay Lug - 6 x 35mm;4.90;5.64;;;;
EF39-2;Stay Lug - 6 x 70mm 10mm Stay;15.50;17.83;;;;
;ELECTRIC FENCE FREESTANDING POLES & BRACKETS;;;;;;
EF47-5;Omega Bracket 1.8m Pre-Galvanised;66.00;75.90;;;;
EF47-6;Omega Bracket 2.4m Pre-Galvanised;79.00;90.85;;;;
EF47-7;Omega Bracket 3.0m Pre-Galvanised;99.00;113.85;;;;
EF47-4-1;Omega Bracket 1.5m Hot Dipped Galv 1mm;77.00;88.55;;;;
EF47-5-1;Omega Bracket 1.8m Hot Dipped Galv 1mm;87.00;100.05;;;;
EF47-6-3;Omega Bracket 2.1m Hot Dipped Galv 1mm;93.00;106.95;;;;
EF47-6-2;Omega Bracket 2.1m Hot Dipped Galv 2mm;189.00;217.35;;;;
EF47-6-1;Omega Bracket 2.4m Hot Dipped Galv 1mm;105.00;120.75;;;;
EF47-13;Omega Bracket 2.4m Hot Dipped Galv 2mm;214.00;246.10;;;;
EF47-7-1;Omega Bracket 3.0m Hot Dipped Galv 1mm;126.00;144.90;;;;
EF47-7-2;Omega Bracket 3.0m Hot Dipped Galv 2mm;252.00;289.80;;;;
EF47-19;Free Standing Omega Spacer Wall and Tube;2.99;3.44;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 44;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ELECTRIC FENCE ACCESSORIES;;;;;;
EF01-2;Earth Spike - Copper Incl Nuts/1.2m;51.90;59.69;;;;
EF01-3;Earth Spike - Galv. Incl Nust/1.2m;54.90;63.14;;;;
EF39-8;Earth Spike Lug Each;3.10;3.57;;;;
EF18;Ferrules - 6mm / 100;88.90;102.24;;;;
EF18-1;Ferrules - 6mm 304 Stainless Steel / 50;62.90;72.34;;;;
EF18-2;Ferrules - 10mm Aluminium / 100;63.50;73.03;;;;
EF18-3;Ferrules - 6mm Aluminium / 100;43.90;50.49;;;;
EF18-4;Ferrules - 10mm Tinned Copper / 100;155.00;178.25;;;;
EF18-5;Ferrules - 10mm Soft Stainless Steel /50;77.90;89.59;;;;
EF18-6;Ferrules - 16mm Tinned Copper / 100;225.00;258.75;;;;
EF30;Line Clamps - Large 8mm U-Bolt;2.10;2.42;;;;
EF31;Line Clamps - Small 6mm;1.50;1.73;;;;
EF35;Spring Hook Stainless Large Tail / 50;47.50;54.63;;;;
EF41-2;Tensioner - Combo Black Bobbin;10.90;12.54;;;;
EF41-6;Tensioner - Mini Nylon Black;3.60;4.14;;;;
EF41-7;Tensioner - Hybrid Comp Spring Standard;4.95;5.69;;;;
EF41-8;Tensioner - Combo Hybrid Black Big Boy;9.35;10.75;;;;
EF42-6;Tensioner - Comp Spring SS Black / 50;147.50;169.63;;;;
EF42-7;Tensioner - Comp Spring SS White / 50;157.50;181.13;;;;
EF42-4;Tensioner - Spring Incl Limit / 50;162.50;186.88;;;;
EF42-8;Dual Action Tension Sensor Set 8Kg DATS;62.50;71.88;;;;
EF42-9;Dual Action Tension Sensor 15Kg DATS;88.90;102.24;;;;
EF41;Tensioner - Donald;7.95;9.14;;;;
;ELECTRIC FENCE - WIRE;;;;;;
EF44-1;Braided Wire - Galv 1.2mm / 5Kg Reel;320.00;368.00;;;;
EF44-9;Braided Wire - Galv 1.2mm / 22Kg Reel;1320.00;1518.00;;;;
EF44-3;Braided Wire - 316 1.2mm Stainless Steel;1290.00;1483.50;;;;
EF44-6;Braided Wire - 304 1.2mm Stainless /800m;895.00;1029.25;;;;
EF44-8;Braided Wire - 1.6mm Aluminium /1000m;525.00;603.75;;;;
EF44-4;Wire - Galvanised 2.24mm / 50Kg F/Galv;1290.00;1483.50;;;;
EF44-5;Wire - Aluminium 1.6mm x 1000m;685.00;787.75;;;;
EF44-11;Aluminium Wire - Stranded 1.6mm - 500m;260.00;299.00;New;;;
EF44-14;Aluminium Stranded Wire 2.0mm 500m 4.2Kg;505.00;580.75;;;;
EF44-15;Aluminium Solid Wire 2.0mm 500m 3.3Kg;575.00;661.25;;;;
EF45-4;Wire - Stainless 1mm 304 / 12.5Kg Reel;1355.00;1558.25;;;;
EF45-3;Wire - Stainless 1.2mm 316 / 7Kg Reel;1025.00;1178.75;;;;
EF45-5;Wire - Stainless 1.2mm 316 / 12.5Kg;1825.00;2098.75;;;;
EF45-6;Wire - Stainless 2mm 495m 316 / 12.5Kg;1820.00;2093.00;;;;
EF68-4;Bracket - Bridging Wire 100mm HDG;0.95;1.09;;;;
EF68-5;Bracket - Bridging Wire 200mm SS 316;1.60;1.84;;;;
EF68-6;Bracket - Bridging Wire 100mm SS 316;1.50;1.73;;;;
TL95-1;Compact Heavy Wire Cutter 5mm;395.00;454.25;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 45;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ELECTRIC FENCE - INSULATORS;;;;;;
EF22;Insulator - Strain Jumbo Black;1.34;1.54;;;;
EF22-1;Insulator Porcelain Bobbin Lrg Fireproof;2.60;2.99;;;;
EF22-2;Insulator - Tensioner Bobbin Large Blk;1.45;1.67;;;;
EF22-4;Insulator - Strain Ultra Black;1.90;2.19;;;;
EF22-5;Insulator - Strain Ultra Hardened Black;3.50;4.03;;;;
EF23;Insulator - Strain Jumbo White;1.34;1.54;;;;
EF24;Insulator - Nailon Black;0.98;1.13;;;;
EF25;Insulator - Nailon White;1.03;1.18;;;;
EF26;Insulator - 10mm Black Round Bar;1.02;1.18;;;;
EF27;Insulator - 10mm White Round Bar;1.02;1.18;;;;
EF28;Insulator - Bobbin 4mm Black Flat Bar;0.98;1.13;;;;
EF29;Insulator - Bobbin 4mm White Flat Bar;0.98;1.13;;;;
EF26-5;Insulator - Popem Black Ultra;1.17;1.35;;;;
EF26-2;Insulator - Jurassic - Black 6.2mm;1.40;1.61;;;;
EF26-3;Insulator - Jurassic - Black 6.2mm Slot;1.40;1.61;;;;
EF27-1;Insulator - Jurassic White 6.2mm;1.40;1.61;;;;
EF27-2;Insulator - Jurassic White 6.2mm Slot;1.40;1.61;;;;
EF26-4;Screw - Jurassic - Self Tapper Hook;0.85;0.98;;;;
EF26-8;Screw - Jurassic Self Tapper Hook Long;1.15;1.32;;;;
EF26-9;Insulator - High Security Shield;1.28;1.47;;;;
EF22-6;Insulator - Tensioner Bobbin / Omega PTL;2.49;2.86;;;;
EF47-1-1;Insulator - Omega with Clip - Black;1.28;1.47;;;;
;ELECTRIC FENCE ACCESSORIES;;;;;;
EF43-1;Warning Sign - Small Double Sided;8.90;10.24;;;;
EF43-2;Warning Sign - Electric Fence Large;7.25;8.34;;;;
;Customised warning signs available on request;;;;;;
EF55;S-Hook - Free Standing Fence;2.85;3.28;;;;
EF55-1;S-Hook - Free Standing Fence 180Deg - HD;5.90;6.79;;;;
EF55-2;S-Hook - Free Standing Fence 90Deg - HDG;5.60;6.44;;;;
EF57-1;Double Pole Lightning Protection System;180.00;207.00;;;;
EF57-3;Lightning Dual Protection-Inhib/Divert;82.50;94.88;;;;
EF57-5;Electric Fence Lightning Protection Kit;1392.40;1601.26;;;;
EF57-6;Electric Fence Lightning Protect Dual Ki;2344.00;2695.60;;;;
EF57-7;Electric Fence Lightning Protection Dual;2315.09;2662.35;;;;
EF73-2;Electric Fence High Volt Light Galv Grey;99.50;114.43;;;;
EF73-3;Electric Fence High Volt Light SS Blue;97.50;112.13;;;;
EF73-4;Easy Fence Tester High Volt Light Timed;215.00;247.25;;;;
TL03-4;Electric Fence - Multitool Fence Scope;1090.00;1253.50;;;;
TL03-3;Nemtek HV LCD Electric Fence Meter;730.00;839.50;;;;
TL03-5;HV LCD Electric Fence Meter Pouch;55.00;63.25;;;;
SD38;Strobe Light Red LED 12VDC;60.90;70.04;;;;
SD39;Strobe Light Green LED 12VDC;60.90;70.04;;;;
WL53;Perimter Fence Dual Light on Bracket Blk;185.00;212.75;;;;
PS85-4;Perimeter Light PSU PCB 24VDC;160.00;184.00;;;;
EF32-1;Nail in Anchors - 5 x 36mm / 100;49.30;56.70;;;;
EF32-2;Nail in Anchors - 6 x 35mm/100;59.30;68.20;;;;
EF33;Nail-in Anchors - 6 x 55mm / 100;73.10;84.07;;;;
EF32-3;Hammer Drive Zinc Alloy 6 x 50mm 100 p;199.00;228.85;;;;
EF32-4;Hammer Drive Zink Alloy 6 x 65mm / 100;230.00;264.50;;;;
EF33-1;Nail-in Anchors - 8 x 80mm / 50;83.00;95.45;;;;
EF33-2;Nail In Anchors - 8 x 100mm / 50;58.50;67.28;;;;
EF33-3;Nail-in Anchors - 6 x 70mm / 100;106.20;122.13;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 46;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ELECTRIC FENCE - HT CABLE;;;;;;
EF19-2;HT Cable - 3 Core 100m Black;1175.00;1351.25;;;;
EF19-4;HT Cable - 4 Core 100m Slimline Black;1260.00;1449.00;;;;
EF19-5;HT Cable - Aluminium 100m Solid Black;365.00;419.75;;;;
EF20-2;HT Cable - Slimline 100m Black SS 316;465.00;534.75;;;;
EF20-3;HT Cable - Slimline 100m White;550.00;632.50;;;;
EF20-4;HT Cable Underground 1.6mm 25m;136.00;156.40;;;;
EF20-5;HT Cable Underground 1.6mm 50m;242.00;278.30;;;;
EF20-6;HT Cable Underground 1.6mm 100m;485.00;557.75;;;;
EF20-7;HT Cable Underground 2.5mm 100m;625.00;718.75;;;;
EF20-8;HT Cable Underground 2.5mm 25m;185.00;212.75;;;;
EF20-9;HT Cable Underground 2.5mm 50m;325.00;373.75;;;;
EF21;HT Cable - Slimline 100m Black;535.00;615.25;;;;
EF21-2;HT Cable - Slimline 30m Black;173.00;198.95;;;;
EF84;Silicone Tape - Alcolin - Black;91.00;104.65;;;;
EF84-1;Silicone Tape - Alcolin - white;90.60;104.19;;;;
EF34;Sliding Gate Contact / Set;99.50;114.43;;;;
EF34-1;Sliding Gate Contact / In-line;280.00;322.00;;;;
EF34-4;Sliding Gate Contact / In-Line Brass;290.00;333.50;;;;
EF34-5;Sliding Gate Contact / In-Line 3 Way;390.00;448.50;;;;
EF34-6;Sliding Gate Contact - Universal Bracket;175.00;201.25;;;;
;ELECTRIC FENCE SOLAR;;;;;;
PS44;Solar Bracket - Alum Box Mnt for 20-140W;545.00;626.75;;;;
PS45;Solar Regulator 12V/24V 20Amp;481.00;553.15;;;;
PS45-3;Solar Regulator - 12VDC 10Amp 140 Watt;415.00;477.25;;;;
PS45-7;Sola-Prod 15A MPPT Controller;850.00;977.50;NEW;;;
PS47;Solar Module - 20 Watt incl Junction Box;320.00;368.00;;;;
PS47-6;Solar Panel - 45 Watt incl Junction Box;665.00;764.75;;;;
PS47-3;Solar Panel - 90 Watt incl Junction Box;1336.00;1536.40;;;;
PS47-4;Solar Panel - 140 Watt incl Junction Box;1465.00;1684.75;;;;
